Date,Description,Comments,Check Number,Amount,Balance
11/5/2020,POS  FRED-MEYER #0163 FRED MKENNEWICK    WAUS,,,($85.07),"$10,325.12 "
11/5/2020,POS  FRED-MEYER #0163 FRED MKENNEWICK    WAUS,,,($59.71),"$10,410.19 "
11/5/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($26.43),"$10,469.90 "
11/4/2020,POS  SQ *INTEGRATIVE FAMILY Richland     WAUS,,,($172.36),"$10,496.33 "
11/4/2020,POS  4508 Kia Ora Fitness   Kennewick    WAUS,,,($162.85),"$10,668.69 "
11/4/2020,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($130.18),"$10,831.54 "
11/4/2020,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($104.19),"$10,961.72 "
11/4/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($21.72),"$11,065.91 "
11/4/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$11,087.63 "
11/3/2020,POS  CINCO DE MAYO FAMILY REKENNEWICK    WAUS,,,($42.00),"$11,088.71 "
11/2/2020,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($124.00),"$11,130.71 "
11/1/2020,POS  TJ MAXX #805 1220 N COLKENNEWICK    WAUS,,,($28.27),"$11,254.71 "
11/1/2020,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($166.06),"$11,282.98 "
11/1/2020,POS WAL-MART #2101 2720 SO. QUILLIAN S    KENNEWICK    WAUS,,,($105.25),"$11,449.04 "
11/1/2020,POS  WALMART.COM AT         800-966-6546 ARUS,,,($100.00),"$11,554.29 "
10/31/2020,Credit Interest,,,$13.89 ,"$11,654.29 "
10/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.30),"$11,640.40 "
10/30/2020,POS  BEST BUY      x5900 KENNEWICK    WAUS,,,$179.16 ,"$11,688.70 "
10/30/2020,POS  TJ MAXX #805 1220 N COLKENNEWICK    WAUS,,,($36.41),"$11,509.54 "
10/29/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($500.00),"$11,545.95 "
10/29/2020,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$12,045.95 "
10/28/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$12,062.23 "
10/27/2020,POS  Amazon Prime*2T4G52Y61 Amzn.com/billWAUS,,,($14.11),"$12,063.31 "
10/27/2020,POS  Amazon Digit*2T3CM1U30 amzn.com/billWAUS,,,($7.59),"$12,077.42 "
10/26/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$12,085.01 "
10/26/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($62.94),"$12,285.01 "
10/25/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($48.80),"$12,347.95 "
10/25/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($6.51),"$12,396.75 "
10/25/2020,POS Wal-Mart Super C 2101 WAL-SAMS          KENNEWICK    WAUS,,,($169.24),"$12,403.26 "
10/24/2020,POS CIRCLE K x6034 7707 W. DESCHUTES      KENNEWICK    WAUS,,,($39.59),"$12,572.50 "
10/24/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($195.49),"$12,612.09 "
10/24/2020,POS  SQ *INTEGRATIVE FAM    RICHLAND     WAUS,,,($10.00),"$12,807.58 "
10/23/2020,External Deposit INTERA  - PAYROLL,,,"$1,727.91 ","$12,817.58 "
10/22/2020,POS  YOKE'S FRESH MARKET #16RICHLAND     WAUS,,,($53.84),"$11,089.67 "
10/22/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($387.44),"$11,143.51 "
10/22/2020,POS BEST BUY 6809 WEST CANAL DRI    KENNEWICK    WAUS,,,($179.16),"$11,530.95 "
10/22/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x3162\,,,($184.06),"$11,710.11 "
10/21/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$11,894.17 "
10/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$11,895.25 "
10/19/2020,ATM Withdrawal GESA CREDIT UNION 2951 DUPORTAIL STREET WRICHLAND     WAUS,,,($200.00),"$11,970.25 "
10/19/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($27.43),"$12,170.25 "
10/18/2020,ATM Withdrawal GESA CREDIT UNION 100 N HUNTINGTON STREETKENNEWICK    WAUS,,,($400.00),"$12,197.68 "
10/18/2020,Withdrawal Hall Pmt from x0368 CK,,,($233.13),"$12,597.68 "
10/18/2020,POS  Amazon Digit*2T9D09LY2 amzn.com/billWAUS,,,($6.51),"$12,830.81 "
10/17/2020,POS  Prime Video*2T7WW3F22  888-802-3080 WAUS,,,($8.68),"$12,837.32 "
10/17/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($53.39),"$12,846.00 "
10/16/2020,POS  APPLE.COM/BILL         408-974-1010 CAUS,,,($0.99),"$12,899.39 "
10/16/2020,POS  CINCO DE MAYO FAMILY REKENNEWICK    WAUS,,,($40.00),"$12,900.38 "
10/15/2020,POS  Prime Video*2T0FY0L71  888-802-3080 WAUS,,,($35.83),"$12,940.38 "
10/15/2020,POS  Prime Video*MK4OS6I22  888-802-3080 WAUS,,,($33.66),"$12,976.21 "
10/15/2020,POS  Prime Video*MK7FB1II0  888-802-3080 WAUS,,,($34.74),"$13,009.87 "
10/14/2020,POS  APPLE.COM/BILL         408-974-1010 CAUS,,,($1.08),"$13,044.61 "
10/13/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($19.01),"$13,045.69 "
10/13/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$13,064.70 "
10/13/2020,POS  AMZN Mktp US*MK2DI7IN1 Amzn.com/billWAUS,,,($33.63),"$13,069.70 "
10/11/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($72.54),"$13,103.33 "
10/10/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($21.50),"$13,175.87 "
10/10/2020,POS  SMOKE CITY FOR LESS    KENNEWICK    WAUS,,,($34.20),"$13,197.37 "
10/9/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($37.64),"$13,231.57 "
10/9/2020,POS  YOKE'S FRESH MARKET #16RICHLAND     WAUS,,,($46.54),"$13,269.21 "
10/9/2020,External Deposit INTERA  - PAYROLL,,,"$1,701.83 ","$13,315.75 "
10/8/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($43.43),"$11,613.92 "
10/7/2020,POS  7902 Great Clips at AlbRICHLAND     WAUS,,,($29.00),"$11,657.35 "
10/7/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($14.76),"$11,686.35 "
10/7/2020,POS  MISTER CAR WASH #575   KENNEWICK    WAUS,,,($8.00),"$11,701.11 "
10/7/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$11,709.11 "
10/5/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($244.07),"$11,909.11 "
10/5/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$12,153.18 "
10/5/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($108.59),"$12,154.26 "
10/3/2020,POS  DIAGNOS-TECHS INC      425-x0596  WAUS,,,($125.00),"$12,262.85 "
10/2/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$12,387.85 "
10/2/2020,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($122.00),"$12,407.72 "
9/30/2020,Credit Interest,,,$13.44 ,"$12,529.72 "
9/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.30),"$12,516.28 "
9/30/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$12,564.58 "
9/29/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($61.59),"$12,565.66 "
9/29/2020,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$12,627.25 "
9/27/2020,POS  Amazon Prime*M49DA1772 Amzn.com/billWAUS,,,($14.11),"$12,643.53 "
9/27/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($26.00),"$12,657.64 "
9/25/2020,External Deposit INTERA  - PAYROLL,,,"$1,695.35 ","$12,683.64 "
9/23/2020,POS  APPLE.COM/BILL         800-275-2273 CAUS,,,($27.11),"$10,988.29 "
9/23/2020,POS  YOKE'S FRESH MARKET #16RICHLAND     WAUS,,,($42.25),"$11,015.40 "
9/22/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($38.53),"$11,057.65 "
9/22/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$11,096.18 "
9/22/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x5741\,,,($184.06),"$11,296.18 "
9/21/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($84.64),"$11,480.24 "
9/21/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($35.52),"$11,564.88 "
9/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$11,600.40 "
9/18/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($157.55),"$11,675.40 "
9/18/2020,POS VIOC x0091 25 COLUMBIA POINT D    RICHLAND     WAUS,,,($86.85),"$11,832.95 "
9/15/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($153.91),"$11,919.80 "
9/15/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($0.99),"$12,073.71 "
9/15/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($11.92),"$12,074.70 "
9/15/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($252.20),"$12,086.62 "
9/15/2020,POS  AMZN Mktp US*M45GF1A21 Amzn.com/billWAUS,,,($115.06),"$12,338.82 "
9/15/2020,ATM Withdrawal GESA CREDIT UNION 100 N HUNTINGTON STREETKENNEWICK    WAUS,,,($240.00),"$12,453.88 "
9/14/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$12,693.88 "
9/11/2020,POS  AMZN Mktp US*MU9KS57M2 Amzn.com/billWAUS,,,($40.17),"$12,893.88 "
9/11/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($21.71),"$12,934.05 "
9/11/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$12,955.76 "
9/11/2020,External Deposit INTERA  - PAYROLL,,,"$1,695.35 ","$12,960.76 "
9/10/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($41.03),"$11,265.41 "
9/10/2020,POS  AMAZON.COM             SEATTLE      WAUS,,,($107.64),"$11,306.44 "
9/10/2020,POS  HOBBYLOBBY 7011 W. CANAKENNEWICK    WAUS,,,($38.52),"$11,414.08 "
9/9/2020,Withdrawal Hall Pmt from x0368 CK,,,($470.44),"$11,452.60 "
9/9/2020,POS  INCA MEXICAN RESTAURANTKENNEWICK    WAUS,,,($36.82),"$11,923.04 "
9/8/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($33.63),"$11,959.86 "
9/6/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($26.28),"$11,993.49 "
9/6/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($21.70),"$12,019.77 "
9/6/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($194.21),"$12,041.47 "
9/6/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($133.84),"$12,235.68 "
9/2/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$12,369.52 "
9/2/2020,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($122.00),"$12,370.60 "
8/31/2020,ATM Service Charge Rebate,,,$3.00 ,"$12,492.60 "
8/31/2020,Credit Interest,,,$13.89 ,"$12,489.60 "
8/31/2020,POS  AMZN Mktp US*MM1ZZ39G0 Amzn.com/billWAUS,,,($23.86),"$12,475.71 "
8/31/2020,POS  SMOKE CITY FOR LESS    KENNEWICK    WAUS,,,($54.28),"$12,499.57 "
8/31/2020,POS  CINCO DE MAYO FAMILY REKENNEWICK    WAUS,,,($40.00),"$12,553.85 "
8/30/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($226.86),"$12,593.85 "
8/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.30),"$12,820.71 "
8/29/2020,POS  ADVENTURES UNDERGROUND RICHLAND     WAUS,,,($21.67),"$12,869.01 "
8/29/2020,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$12,890.68 "
8/28/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($140.00),"$12,906.96 "
8/28/2020,External Deposit INTERA  - PAYROLL,,,"$1,695.36 ","$13,046.96 "
8/27/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($21.71),"$11,351.60 "
8/27/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($38.92),"$11,373.31 "
8/26/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($22.78),"$11,412.23 "
8/23/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$11,435.01 "
8/22/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$11,635.01 "
8/22/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($191.06),"$11,835.01 "
8/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$12,026.07 "
8/20/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($9.00),"$12,101.07 "
8/20/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x2454\,,,($184.06),"$12,110.07 "
8/17/2020,POS  AT&T S013 6332         KENNEWICK    WAUS,,,($34.40),"$12,294.13 "
8/17/2020,POS  APPLE.COM/BILL         800-275-2273 CAUS,,,($43.43),"$12,328.53 "
8/17/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($67.30),"$12,371.96 "
8/17/2020,POS  SMOKE CITY FOR LESS    KENNEWICK    WAUS,,,($27.15),"$12,439.26 "
8/16/2020,POS  APPLE.COM/BILL         408-974-1010 CAUS,,,($1.08),"$12,466.41 "
8/16/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($0.99),"$12,467.49 "
8/16/2020,ATM Withdrawal ATMG DGA West R 4000 Kennedy Rd        West RichlandWAUS,,,($123.00),"$12,468.48 "
8/14/2020,External Deposit INTERA  - PAYROLL,,,"$1,695.36 ","$12,591.48 "
8/12/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($3.23),"$10,896.12 "
8/11/2020,POS 7-ELEVEN 415 WRIGHT AV          RICHLAND     WAUS,,,($4.54),"$10,899.35 "
8/11/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$10,903.89 "
8/11/2020,POS  CINCO DE MAYO FAMILY REKENNEWICK    WAUS,,,($44.45),"$10,908.89 "
8/7/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($39.13),"$10,953.34 "
8/7/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($4.34),"$10,992.47 "
8/6/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($217.49),"$10,996.81 "
8/6/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($24.27),"$11,214.30 "
8/5/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$11,238.57 "
8/4/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($20.37),"$11,239.65 "
8/4/2020,ATM Withdrawal GESA CREDIT UNION 100 N HUNTINGTON STREETKENNEWICK    WAUS,,,($200.00),"$11,260.02 "
8/4/2020,POS  CINCO DE MAYO FAMILY REKENNEWICK    WAUS,,,($42.88),"$11,460.02 "
8/3/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($218.32),"$11,502.90 "
8/2/2020,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($115.00),"$11,721.22 "
8/2/2020,POS  SMOKE CITY FOR LESS    KENNEWICK    WAUS,,,($48.85),"$11,836.22 "
7/31/2020,Credit Interest,,,$13.88 ,"$11,885.07 "
7/31/2020,External Deposit INTERA  - PAYROLL,,,"$1,695.34 ","$11,871.19 "
7/30/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$10,175.85 "
7/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.30),"$10,375.85 "
7/29/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($326.42),"$10,424.15 "
7/29/2020,POS CIRCLE K x6034 7707 W. DESCHUTES      KENNEWICK    WAUS,,,($39.96),"$10,750.57 "
7/29/2020,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$10,790.53 "
7/27/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($44.50),"$10,806.81 "
7/24/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$10,851.31 "
7/23/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($367.60),"$11,051.31 "
7/23/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($48.84),"$11,418.91 "
7/23/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($21.70),"$11,467.75 "
7/23/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($43.40),"$11,489.45 "
7/23/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($43.40),"$11,532.85 "
7/23/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($16.28),"$11,576.25 "
7/22/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($39.04),"$11,592.53 "
7/21/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x6910\,,,($184.06),"$11,631.57 "
7/21/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($29.26),"$11,815.63 "
7/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$11,844.89 "
7/20/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$11,919.89 "
7/20/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($94.78),"$11,920.97 "
7/20/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($52.08),"$12,015.75 "
7/18/2020,POS CIRCLE K x0603 5301 W. CANAL DR       KENNEWICK    WAUS,,,($41.12),"$12,067.83 "
7/17/2020,POS  AMZN Mktp US*MJ4V60WS2 Amzn.com/billWAUS,,,($225.37),"$12,108.95 "
7/17/2020,External Deposit INTERA  - PAYROLL,,,"$1,695.35 ","$12,334.32 "
7/17/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$10,638.97 "
7/16/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($180.00),"$10,658.84 "
7/15/2020,POS  AMAZON.COM             SEATTLE      WAUS,,,($27.18),"$10,838.84 "
7/13/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$10,866.02 "
7/12/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($100.00),"$10,871.02 "
7/11/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($140.74),"$10,971.02 "
7/11/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($120.51),"$11,111.76 "
7/11/2020,POS  AMZN Mktp US*MJ4W25WS1 Amzn.com/billWAUS,,,($353.16),"$11,232.27 "
7/11/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($324.66),"$11,585.43 "
7/9/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($153.49),"$11,910.09 "
7/9/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$12,063.58 "
7/8/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($38.16),"$12,083.45 "
7/8/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($2.44),"$12,121.61 "
7/8/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$12,124.05 "
7/5/2020,POS  SP * GHOST             HTTPSGHOSTLIFNVUS,,,($18.89),"$12,125.13 "
7/5/2020,POS SUPER SUPPLEMENT 5200 W CLEARWATER A    KENNEWICK    WAUS,,,($64.35),"$12,144.02 "
7/5/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($18.44),"$12,208.37 "
7/5/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($39.23),"$12,226.81 "
7/5/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$12,266.04 "
7/5/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($32.56),"$12,267.12 "
7/2/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($103.91),"$12,299.68 "
7/2/2020,External Deposit INTERA  - PAYROLL,,,"$1,695.36 ","$12,403.59 "
7/2/2020,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($115.00),"$10,708.23 "
7/1/2020,POS  WA DRIVER LICENSE RENEW360-902-7470 WAUS,,,($55.62),"$10,823.23 "
7/1/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($32.57),"$10,878.85 "
6/30/2020,ATM Service Charge Rebate,,,$4.00 ,"$10,911.42 "
6/30/2020,Credit Interest,,,$13.41 ,"$10,907.42 "
6/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($10.81),"$10,894.01 "
6/30/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($21.77),"$10,904.82 "
6/30/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($18.44),"$10,926.59 "
6/29/2020,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$10,945.03 "
6/29/2020,POS  SP * GHOST             HTTPSGHOSTLIFNVUS,,,($111.61),"$10,961.31 "
6/28/2020,ATM Withdrawal ST Enterprises x4307 E SR 397        Kennewick    WAUS,,,($204.00),"$11,072.92 "
6/28/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$11,276.92 "
6/28/2020,POS  AMZN Mktp US*MS5F53910 Amzn.com/billWAUS,,,($69.03),"$11,278.00 "
6/28/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($20.25),"$11,347.03 "
6/27/2020,POS  AMAZON.COM             SEATTLE      WAUS,,,($16.27),"$11,367.28 "
6/27/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($32.89),"$11,383.55 "
6/27/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($13.96),"$11,416.44 "
6/26/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($54.29),"$11,430.40 "
6/26/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($76.01),"$11,484.69 "
6/26/2020,External Deposit INTERA  - PAYROLL,,,"$1,500.00 ","$11,560.70 "
6/24/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($76.01),"$10,060.70 "
6/23/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($363.55),"$10,136.71 "
6/22/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x7278\,,,($202.84),"$10,500.26 "
6/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$10,703.10 "
6/20/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($102.03),"$10,778.10 "
6/20/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($36.73),"$10,880.13 "
6/20/2020,POS  AMZN Mktp US*MS87N4M61 Amzn.com/billWAUS,,,($53.07),"$10,916.86 "
6/20/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($160.95),"$10,969.93 "
6/20/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($54.29),"$11,130.88 "
6/19/2020,POS  AMZN Mktp US*MS15A1E10 Amzn.com/billWAUS,,,($71.94),"$11,185.17 "
6/19/2020,External Deposit INTERA  - PAYROLL,,,"$1,695.35 ","$11,257.11 "
6/18/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($245.68),"$9,561.76 "
6/18/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($220.00),"$9,807.44 "
6/18/2020,POS  GameStop               817-422-2085 TXUS,,,($74.90),"$10,027.44 "
6/17/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($21.71),"$10,102.34 "
6/16/2020,POS  GameStop               817-422-2085 TXUS,,,($56.17),"$10,124.05 "
6/16/2020,POS  GameStop               817-422-2085 TXUS,,,($56.17),"$10,180.22 "
6/15/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($21.70),"$10,236.39 "
6/14/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($79.25),"$10,258.09 "
6/14/2020,POS  APPLE.COM/BILL         408-974-1010 CAUS,,,($113.98),"$10,337.34 "
6/13/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($30.34),"$10,451.32 "
6/12/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($18.73),"$10,481.66 "
6/12/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($298.44),"$10,500.39 "
6/12/2020,POS THE UPS STORE#57 8524 W GAGE #A STE1    KENNEWICK    WAUS,,,($23.31),"$10,798.83 "
6/12/2020,POS  AMZN Mktp US*MY8JU3YM1 Amzn.com/billWAUS,,,($2.73),"$10,822.14 "
6/12/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($292.95),"$10,824.87 "
6/11/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$11,117.82 "
6/10/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($162.66),"$11,122.82 "
6/10/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$11,285.48 "
6/10/2020,POS  APPLE.COM/BILL         408-974-1010 CAUS,,,($77.08),"$11,485.48 "
6/9/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($34.73),"$11,562.56 "
