Date,Description,Comments,Check Number,Amount,Balance
5/22/2019,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($99.24),$879.36 
5/21/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($176.79),$978.60 
5/21/2019,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x1042\,,,($209.37),"$1,155.39 "
5/20/2019,Withdrawal Monthly Transfer--Jeanene,,,($125.00),"$1,364.76 "
5/20/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($5.42),"$1,489.76 "
5/20/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,495.18 "
5/19/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($18.26),"$1,496.26 "
5/17/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($257.33),"$1,514.52 "
5/16/2019,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($37.71),"$1,771.85 "
5/15/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,809.56 "
5/15/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.12 ","$1,810.64 "
5/13/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($159.39),$134.52 
5/12/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($21.95),$293.91 
5/8/2019,Deposit Internet Transfer from x3600 SAV,,,$250.00 ,$315.86 
5/7/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($294.29),$65.86 
5/7/2019,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($24.62),$360.15 
5/4/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($22.77),$384.77 
5/3/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($41.08),$407.54 
5/3/2019,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),$448.62 
5/2/2019,External Withdrawal Bella Vista Oper x4040 - Rent,,,"($1,114.06)",$514.61 
5/1/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($464.44),"$1,628.67 "
5/1/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($17.38),"$2,093.11 "
4/30/2019,Credit Interest,,,$3.62 ,"$2,110.49 "
4/30/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$2,106.87 "
4/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($50.02),"$2,107.95 "
4/30/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.13 ","$2,157.97 "
4/29/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($17.92),$481.84 
4/28/2019,POS  SQ *LOTUS OF THE MO    RICHLAND     WAUS,,,($66.79),$499.76 
4/27/2019,POS SUPER SUPPLEMENT 5200 W CLEARWATER A    KENNEWICK    WAUS,,,($62.94),$566.55 
4/26/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($118.75),$629.49 
4/24/2019,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($105.87),$748.24 
4/24/2019,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($40.00),$854.11 
4/24/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$894.11 
4/24/2019,POS  SQ *LOTUS OF THE MO    RICHLAND     WAUS,,,($74.93),$895.19 
4/22/2019,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),$970.12 
4/22/2019,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x3000\,,,($209.37),"$1,240.41 "
4/22/2019,POS  GET AIR TRI-CITIES     ROY          UTUS,,,($17.45),"$1,449.78 "
4/21/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($135.14),"$1,467.23 "
4/21/2019,POS  MARSHALLS #1217 2921 QURICHLAND     WAUS,,,($74.74),"$1,602.37 "
4/20/2019,Withdrawal Monthly Transfer--Jeanene,,,($125.00),"$1,677.11 "
4/20/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.55),"$1,802.11 "
4/20/2019,POS  SUNDANCE SPA           RICHLAND     WAUS,,,($70.00),"$1,821.66 "
4/19/2019,POS  TJ MAXX #805 1220 N COLKENNEWICK    WAUS,,,($22.29),"$1,891.66 "
4/19/2019,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($7.92),"$1,913.95 "
4/19/2019,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($109.24),"$1,921.87 "
4/19/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($229.98),"$2,031.11 "
4/18/2019,POS  SMOKE CITY FOR LESS    KENNEWICK    WAUS,,,($46.69),"$2,261.09 "
4/17/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$2,307.78 "
4/16/2019,ATM Withdrawal GESA CREDIT UNION 51 GAGE BLVD           RICHLAND     WAUS,,,($100.00),"$2,308.86 "
4/15/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($46.77),"$2,408.86 "
4/15/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.16 ","$2,455.63 "
4/15/2019,POS  MARSHALLS #1217 2921 QURICHLAND     WAUS,,,($127.34),$779.47 
4/14/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($31.72),$906.81 
4/14/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.55),$938.53 
4/13/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($23.33),$958.08 
4/12/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($219.55),$981.41 
4/11/2019,POS FRED M FUEL #928 101 WELLSIAN WAY       RICHLAND     WAUS,,,($46.74),"$1,200.96 "
4/11/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($34.89),"$1,247.70 "
4/10/2019,POS YOKE'S FRESH MAR 455 ENGLEWOOD DR       RICHLAND     WAUS,,,($7.75),"$1,282.59 "
4/10/2019,ATM Withdrawal GESA CREDIT UNION 51 GAGE BLVD           RICHLAND     WAUS,,,($100.00),"$1,290.34 "
4/10/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,390.34 "
4/10/2019,POS  GREENIES               RICHLAND     WAUS,,,($163.89),"$1,391.42 "
4/9/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($31.26),"$1,555.31 "
4/7/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($181.27),"$1,586.57 "
4/7/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($20.66),"$1,767.84 "
4/6/2019,POS  MEYERS AUTO TECH       KENNEWICK    WAUS,,,($70.00),"$1,788.50 "
4/5/2019,POS  LMG RHEUMATOLOGY       PASCO        WAUS,,,($60.00),"$1,858.50 "
4/3/2019,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),"$1,918.50 "
4/2/2019,External Withdrawal Bella Vista Oper x7452 - Rent,,,"($1,115.22)","$1,984.49 "
4/1/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($86.04),"$3,099.71 "
3/31/2019,Credit Interest,,,$4.95 ,"$3,185.75 "
3/31/2019,POS VIOC x0091 25 COLUMBIA POINT D    RICHLAND     WAUS,,,($70.58),"$3,180.80 "
3/31/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($23.13),"$3,251.38 "
3/31/2019,POS ROCKET MART 2111 VAN GIESEN ST     RICHLAND     WAUS,,,($9.22),"$3,274.51 "
3/30/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($31.46),"$3,283.73 "
3/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($50.02),"$3,315.19 "
3/29/2019,POS FRED M FUEL #928 101 WELLSIAN WAY       RICHLAND     WAUS,,,($31.37),"$3,365.21 "
3/29/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($204.00),"$3,396.58 "
3/29/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.17 ","$3,600.58 "
3/29/2019,POS WAL-MART #3261 2801 DUPORTAIL STRE    RICHLAND     WAUS,,,($36.80),"$1,924.41 "
3/28/2019,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($7.60),"$1,961.21 "
3/28/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($57.55),"$1,968.81 "
3/27/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$2,026.36 "
3/26/2019,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($258.00),"$2,027.44 "
3/26/2019,POS  ULTA #512              KENNEWICK    WAUS,,,($24.43),"$2,285.44 "
3/25/2019,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($28.28),"$2,309.87 "
3/25/2019,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($40.00),"$2,338.15 "
3/24/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($65.16),"$2,378.15 "
3/23/2019,POS  SQ *ROASTERS KENNEDY   Richland     WAUS,,,($4.50),"$2,443.31 "
3/23/2019,POS  MARSHALLS #1217 2921 QURICHLAND     WAUS,,,($50.54),"$2,447.81 "
3/23/2019,POS MARSHALLS #1217 2921 QUEENSGATE DR     RICHLAND     WAUS,,,$14.11 ,"$2,498.35 "
3/23/2019,POS  MEN ZONE KENNEWICK     KENNEWICK    WAUS,,,($33.00),"$2,484.24 "
3/22/2019,POS  ADVENTURES UNDERGROUND RICHLAND     WAUS,,,($88.40),"$2,517.24 "
3/22/2019,POS  ADVENTURES UNDERGROUND RICHLAND     WAUS,,,($7.60),"$2,605.64 "
3/22/2019,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),"$2,613.24 "
3/22/2019,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($25.89),"$2,883.53 "
3/21/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($5.42),"$2,909.42 "
3/20/2019,Withdrawal Monthly Transfer--Jeanene,,,($125.00),"$2,914.84 "
3/20/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($39.44),"$3,039.84 "
3/20/2019,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x6663\,,,($205.99),"$3,079.28 "
3/20/2019,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($122.86),"$3,285.27 "
3/19/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($233.76),"$3,408.13 "
3/19/2019,POS  TRIOS CARE CENTER AT SOKENNEWICK    WAUS,,,($60.00),"$3,641.89 "
3/17/2019,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($88.07),"$3,701.89 "
3/17/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($18.72),"$3,789.96 "
3/17/2019,POS  APL* ITUNES.COM/BILL   866-712-7753 CAUS,,,($16.28),"$3,808.68 "
3/17/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($16.27),"$3,824.96 "
3/15/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.18 ","$3,841.23 "
3/14/2019,POS FRED M FUEL #928 101 WELLSIAN WAY       RICHLAND     WAUS,,,($28.81),"$2,165.05 "
3/14/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($31.00),"$2,193.86 "
3/13/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($135.91),"$2,224.86 "
3/13/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$2,360.77 "
3/13/2019,External Deposit TAX PRODUCTS PE1 ORIG GREEN DOT BANK - SBTPG LLC,,,"$2,329.93 ","$2,361.85 "
3/9/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($5.42),$31.92 
3/8/2019,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($14.61),$37.34 
3/8/2019,POS CIRCLE K x6026 1401 GEORGE WASHING    RICHLAND     WAUS,,,($47.00),$51.95 
3/8/2019,Deposit Internet Transfer from x3600 SAV,,,$71.00 ,$98.95 
3/7/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($248.00),$27.95 
3/6/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$275.95 
3/5/2019,External Withdrawal Bella Vista Oper x9189 - Rent,,,"($1,113.68)",$277.03 
3/4/2019,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),"$1,390.71 "
3/4/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($27.00),"$1,456.70 "
3/3/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($52.45),"$1,483.70 "
3/3/2019,POS  MARSHALLS #1217 2921 QURICHLAND     WAUS,,,($73.74),"$1,536.15 "
2/28/2019,ATM Service Charge Rebate,,,$4.00 ,"$1,609.89 "
2/28/2019,Credit Interest,,,$1.20 ,"$1,605.89 "
2/28/2019,ATM Withdrawal GESA CREDIT UNION 100 N HUNTINGTON STREETKENNEWICK    WAUS,,,($100.00),"$1,604.69 "
2/28/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($50.02),"$1,704.69 "
2/28/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.17 ","$1,754.71 "
2/27/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$78.54 
2/26/2019,POS  VENMO*Hall Christian   New York CityNYUS,,,$40.59 ,$79.62 
2/26/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($72.00),$39.03 
2/25/2019,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($41.00),$111.03 
2/22/2019,POS PANDORAS BOX 5300 W CLEARWATER A    KENNEWICK    WAUS,,,($36.88),$152.03 
2/22/2019,ATM Withdrawal ST Enterprises x4307 E SR 397        Kennewick    WAUS,,,($104.00),$188.91 
2/22/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($17.35),$292.91 
2/22/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($125.43),$310.26 
2/22/2019,External Withdrawal CAPITAL ONE  - MOBILE PMT,,,($84.00),$435.69 
2/22/2019,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),$519.69 
2/22/2019,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($121.13),$789.98 
2/22/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($34.77),$911.11 
2/21/2019,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x3175\,,,($205.99),$945.88 
2/20/2019,Withdrawal Monthly Transfer--Jeanene,,,($125.00),"$1,151.87 "
2/20/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($22.77),"$1,276.87 "
2/19/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($56.68),"$1,299.64 "
2/19/2019,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($31.99),"$1,356.32 "
2/16/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($168.00),"$1,388.31 "
2/15/2019,ATM Withdrawal GESA CREDIT UNION 51 GAGE BLVD           RICHLAND     WAUS,,,($200.00),"$1,556.31 "
2/15/2019,POS  FUJIYAMA JAPANESE STEAKRICHLAND     WAUS,,,($61.02),"$1,756.31 "
2/15/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.17 ","$1,817.33 "
2/14/2019,Deposit Internet Transfer from x3600 SAV,,,$100.00 ,$141.16 
2/14/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($23.33),$41.16 
2/14/2019,POS YOKE'S FRESH MAR 455 ENGLEWOOD DR       RICHLAND     WAUS,,,($37.43),$64.49 
2/13/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$101.92 
2/8/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($15.89),$103.00 
2/7/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($188.34),$118.89 
2/7/2019,Deposit Internet Transfer from x3600 SAV,,,$200.00 ,$307.23 
2/7/2019,POS CIRCLE K x6026 1401 GEORGE WASHING    RICHLAND     WAUS,,,($7.83),$107.23 
2/6/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($46.54),$115.06 
2/6/2019,POS  WA DOL LIC & REG 56793 RICHLAND     WAUS,,,($85.75),$161.60 
2/6/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($6.49),$247.35 
2/6/2019,ATM Withdrawal GESA CREDIT UNION 100 N HUNTINGTON STREETKENNEWICK    WAUS,,,($120.00),$253.84 
2/5/2019,POS  OUTBACK 4617           KENNEWICK    WAUS,,,($65.00),$373.84 
2/4/2019,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),$438.84 
2/2/2019,POS  VICTORIA'S SECRET 0751 KENNEWICK    WAUS,,,($36.91),$504.83 
2/1/2019,POS  TJ MAXX #805 1220 N COLKENNEWICK    WAUS,,,($21.17),$541.74 
2/1/2019,External Withdrawal Bella Vista Oper x2244 - Rent,,,"($1,111.92)",$562.91 
2/1/2019,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($64.78),"$1,666.83 "
1/31/2019,ATM Service Charge Rebate,,,$8.00 ,"$1,674.83 "
1/31/2019,Credit Interest,,,$1.77 ,"$1,731.61 "
1/31/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($41.00),"$1,729.84 "
1/31/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.18 ","$1,770.84 "
1/30/2019,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($1.08),$94.66 
1/30/2019,POS Wal-Mart Super C 3261 WAL-SAMS          RICHLAND     WAUS,,,($10.83),$95.74 
1/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($50.02),$106.57 
1/30/2019,POS  DENSOWS MEDICAL SUPPLI RICHLAND     WAUS,,,$34.74 ,$156.59 
1/29/2019,POS FRED M FUEL #928 101 WELLSIAN WAY       RICHLAND     WAUS,,,($32.53),$121.85 
1/29/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($127.55),$154.38 
1/29/2019,POS  AMAZON.COM             SEATTLE      WAUS,,,($21.67),$281.93 
1/29/2019,Deposit,,,$50.00 ,$303.60 
1/28/2019,Deposit Internet Transfer from x3600 SAV,,,$217.96 ,$253.60 
1/27/2019,POS  RITE AID STORE - 5316  KENNEWICK    WAUS,,,($20.61),$35.64 
1/26/2019,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($29.55),$56.25 
1/25/2019,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($42.00),$85.80 
1/25/2019,External Deposit VENMO  - CASHOUT,,,$42.00 ,$127.80 
1/24/2019,POS  RITE AID STORE - 5317  KENNEWICK    WAUS,,,($13.89),$85.80 
1/24/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($85.43),$99.69 
1/23/2019,POS ROCKET MART 2111 VAN GIESEN ST     RICHLAND     WAUS,,,($13.38),$185.12 
1/23/2019,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),$198.50 
1/23/2019,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x5432\,,,($205.99),$468.79 
1/23/2019,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($106.02),$674.78 
1/22/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($175.10),$780.80 
1/22/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($31.71),$955.90 
1/22/2019,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($23.85),"$1,112.61 "
1/20/2019,Withdrawal Monthly Transfer--Jeanene,,,($125.00),$987.61 
1/20/2019,ATM Withdrawal ST Enterprises x4307 E SR 397 ken    Kennewick    WAUS,,,($104.00),"$1,136.46 "
1/18/2019,Courtesy Pay POS/ATM Fee Reversal,,,$29.00 ,"$1,240.46 "
1/18/2019,POS  BENTON FRANKLIN ORTHOPEKENNEWICK    WAUS,,,($60.00),"$1,211.46 "
1/17/2019,POS FRED M FUEL #928 101 WELLSIAN WAY       RICHLAND     WAUS,,,($34.52),"$1,271.46 "
1/17/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($93.79),"$1,305.98 "
1/16/2019,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($1.08),"$1,399.77 "
1/16/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($58.57),"$1,400.85 "
1/15/2019,ATM Withdrawal ST Enterprises x4307 E SR 397        Kennewick    WAUS,,,($124.00),"$1,459.42 "
1/15/2019,POS  TRICITY NEUROLOGY INC  509-x5700  WAUS,,,($60.00),"$1,583.42 "
1/15/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.17 ","$1,643.42 "
1/12/2019,Courtesy Pay POS/ATM Fee,,,($29.00),($32.75)
1/12/2019,POS WM SUPERCENTER # Wal-Mart Super Cent    RICHLAND     WAUS,,,($24.92),($3.75)
1/12/2019,POS ROSS STORES #191 2917 QUEENSGATE DRI    RICHLAND     WAUS,,,($13.02),$21.17 
1/10/2019,POS  DENSOWS MEDICAL SUPPLI RICHLAND     WAUS,,,($34.74),$34.19 
1/9/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($144.11),$68.93 
1/9/2019,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($1.08),$213.04 
1/8/2019,External Deposit VENMO  - CASHOUT,,,$43.00 ,$214.12 
1/7/2019,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($32.97),$171.12 
1/7/2019,POS  TEXAS ROADHOUSE #2378  KENNEWICK    WAUS,,,($70.00),$204.09 
1/7/2019,External Withdrawal Bella Vista Oper x0360 - Rent,,,"($1,112.11)",$274.09 
1/7/2019,POS  MID COLUMBIA WINES & SPRICHLAND     WAUS,,,($35.06),"$1,386.20 "
1/7/2019,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($7.25),"$1,421.26 "
1/5/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($25.33),"$1,428.51 "
1/5/2019,POS  MEN ZONE KENNEWICK     KENNEWICK    WAUS,,,($32.00),"$1,453.84 "
1/3/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($159.76),"$1,485.84 "
1/3/2019,POS  SHELL OIL x1705  TROUTDALE    ORUS,,,($17.51),"$1,645.60 "
1/3/2019,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),"$1,663.11 "
1/2/2019,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($1.08),"$1,729.10 "
1/2/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($9.95),"$1,730.18 "
1/2/2019,POS  PP*SEASIDEDUTC         GEARHART     ORUS,,,($6.50),"$1,740.13 "
12/31/2018,ATM Service Charge Rebate,,,$4.00 ,"$1,746.63 "
12/31/2018,Credit Interest,,,$1.88 ,"$1,742.63 "
12/31/2018,POS  SAFEWAY  STORE  1260   SEASIDE      ORUS,,,($8.99),"$1,740.75 "
12/31/2018,POS  SAFEWAY  STORE  1260   SEASIDE      ORUS,,,($5.90),"$1,749.74 "
12/31/2018,POS  SAFEWAY  STORE  1260   SEASIDE      ORUS,,,($26.46),"$1,755.64 "
12/31/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.80 ","$1,782.10 "
12/30/2018,POS  SAFEWAY  STORE  1260   SEASIDE      ORUS,,,($77.40),$97.30 
12/30/2018,POS  CHEVRON/DEL'S CHEVRON  SEASIDE      ORUS,,,($30.00),$174.70 
12/30/2018,POS PILOT #0195 91485 BIGGS RUFUS H    WASCO        ORUS,,,($3.58),$204.70 
12/30/2018,POS CIRCLE K x6044 2601 QUEENSGATE BLV    RICHLAND     WAUS,,,($15.08),$208.28 
12/30/2018,POS CIRCLE K x6044 2601 QUEENSGATE BLV    RICHLAND     WAUS,,,($15.96),$223.36 
12/30/2018,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.94),$239.32 
12/30/2018,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($31.53),$289.26 
12/28/2018,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($30.89),$320.79 
12/27/2018,POS CIRCLE K x6026 1401 GEORGE WASHING    RICHLAND     WAUS,,,($7.56),$351.68 
12/26/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($42.74),$359.24 
12/26/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($14.78),$401.98 
12/26/2018,POS USA GASOLINE 625 1811 LESLIE R          RICHLAND     WAUS,,,($40.89),$416.76 
12/26/2018,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($22.77),$457.65 
12/26/2018,POS  THE GROWLER GUYS - RICHRICHLAND     WAUS,,,($18.35),$480.42 
12/26/2018,POS  CREST HALLMARK CARD SHORICHLAND     WAUS,,,($36.87),$498.77 
12/24/2018,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($22.24),$535.64 
12/24/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($51.76),$557.88 
12/24/2018,POS Wal-Mart Super C 3261 WAL-SAMS          RICHLAND     WAUS,,,($24.38),$609.64 
12/24/2018,POS  ULTA #512              KENNEWICK    WAUS,,,($113.48),$634.02 
12/24/2018,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),$747.50 
12/24/2018,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($43.00),"$1,017.79 "
12/24/2018,POS  SQ *ROASTERS WEST R    WEST RICHLANDWAUS,,,($6.75),"$1,060.79 "
12/22/2018,POS  SQ *ROASTERS WEST R    WEST RICHLANDWAUS,,,($5.75),"$1,067.54 "
12/21/2018,POS PANDORAS BOX 5300 W CLEARWATER A    KENNEWICK    WAUS,,,($10.85),"$1,073.29 "
12/21/2018,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($87.02),"$1,084.14 "
12/20/2018,Withdrawal Monthly Transfer--Jeanene,,,($125.00),"$1,171.16 "
12/20/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($30.37),"$1,296.16 "
